"Plot","plot.stratum","Code","trunk","tree.ID","Lianas.n","dw.number","dw.percent","height","Block","Forest","Caco","elevation","slope.var"
"KP2-S3","KP2-S3 CA","KP2-S3-D4-CA",23.2366216914167,"T828",1,1,7,14,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-D1-UN",18.1436635124761,"T829",4,0,5,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-D2-UN",8.59436692696235,"T830",4,1,5,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-D3-UN",11.1408460164327,"T831",5,2,20,1.5,"KP2","Kausi Primary",59,195,3
"KP2-S3","KP2-S3 UN","KP2-S3-D4-UN",10.8225361302489,"T832",2,0,10,1.5,"KP2","Kausi Primary",59,195,3
"KP4-S1","KP4-S1 CA","KP4-S1-A1-CA",62.0704278058392,"T833",5,0,15,18,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-A2-CA",18.4619733986599,"T834",0,1,15,13,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-A3-CA",24.8281711223357,"T835",0,1,5,23,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-A4-CA",41.6985950900766,"T836",6,0,5,20,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-A1-UN",10.5042262440651,"T837",1,0,15,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-A2-UN",14.9605646506382,"T838",0,0,5,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-A3-UN",6.6845076098596,"T839",3,0,5,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-A4-UN",5.72957795130823,"T840",0,0,5,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-B1-CA",15.5971844230057,"T845",0,0,5,14,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-B2-CA",33.422538049298,"T842",0,0,10,21,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-B3-CA",33.422538049298,"T842",0,2,10,28,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-B4-CA",18.4619733986599,"T844",0,2,5,18,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-B1-UN",15.5971844230057,"T845",0,0,5,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-B2-UN",11.4591559026165,"T846",0,0,10,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-B3-UN",9.54929658551372,"T847",0,1,10,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-B4-UN",7.63943726841098,"T848",1,0,10,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-C1-CA",65.2535266676771,"T849",5,2,20,15,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-C2-CA",65.2535266676771,"T849",5,2,20,25,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-C3-CA",65.2535266676771,"T849",5,2,20,26,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-C4-CA",16.8704239677409,"T852",2,5,5,18,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-C1-UN",12.095775674984,"T853",0,0,10,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-C2-UN",15.5971844230057,"T854",0,2,15,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-C3-UN",11.4591559026165,"T855",0,0,5,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-C4-UN",6.04788783749202,"T856",0,0,5,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-D1-CA",14.3239448782706,"T857",3,0,5,12,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-D2-CA",17.8253536262923,"T858",1,0,5,14,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-D3-CA",24.5098612361519,"T862",0,0,5,15,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 CA","KP4-S1-D4-CA",34.3774677078494,"T860",11,0,5,15,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-D1-UN",10.8225361302489,"T861",2,1,10,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-D2-UN",24.5098612361519,"T862",0,0,5,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-D3-UN",14.3239448782706,"T863",2,0,5,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S1","KP4-S1 UN","KP4-S1-D4-UN",13.687325105903,"T864",1,0,10,1.5,"KP4","Kausi Primary",59.6,174,2.375
"KP4-S2","KP4-S2 CA","KP4-S2-A1-CA",96.1295856275048,"T865",2,0,70,26,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-A2-CA",51.8845114479579,"T867",2,1,5,24,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-A3-CA",51.8845114479579,"T867",1,2,10,15,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-A4-CA",26.1014106670708,"T868",2,0,5,14,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-A1-UN",16.5521140815571,"T869",1,0,5,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-A2-UN",12.4140855611678,"T870",0,0,5,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-A3-UN",10.8225361302489,"T871",0,1,5,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-A4-UN",14.9605646506382,"T872",5,2,15,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-B1-CA",23.8732414637843,"T874",2,0,5,15,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-B2-CA",23.8732414637843,"T874",2,0,5,13,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-B3-CA",33.1042281631142,"T875",4,3,50,11,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-B4-CA",33.1042281631142,"T875",4,3,50,18,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-B1-UN",10.1859163578813,"T877",5,0,10,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-B2-UN",9.54929658551372,"T878",0,2,20,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-B3-UN",7.95774715459477,"T879",1,1,0,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-B4-UN",13.687325105903,"T880",3,1,50,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-C1-CA",75.4394430255584,"T881",4,3,50,18,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-C2-CA",16.5521140815571,"T882",0,1,20,17,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-C3-CA",33.1042281631142,"T883",4,3,50,18,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-C4-CA",33.1042281631142,"T883",4,3,50,20,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-C1-UN",8.27605704077856,"T885",2,1,20,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-C2-UN",9.86760647169751,"T886",3,0,5,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-C3-UN",16.5521140815571,"T887",1,1,20,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-C4-UN",8.91267681314614,"T888",0,1,30,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-D1-CA",75.4394430255584,"T881",4,3,50,20,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-D2-CA",75.4394430255584,"T881",4,3,50,20,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-D3-CA",21.0084524881302,"T891",0,2,60,18,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 CA","KP4-S2-D4-CA",33.1042281631142,"T875",4,3,50,14,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-D1-UN",17.1887338539247,"T893",1,1,40,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-D2-UN",17.8253536262923,"T894",2,0,5,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-D3-UN",21.0084524881302,"T895",0,2,60,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S2","KP4-S2 UN","KP4-S2-D4-UN",18.1436635124761,"T896",3,NA,NA,1.5,"KP4","Kausi Primary",59.7,174,1
"KP4-S3","KP4-S3 CA","KP4-S3-A1-CA",103.450713009732,"T897",0,3,5,21,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-A2-CA",103.450713009732,"T897",0,3,5,19,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-A3-CA",69.0732453018826,"T899",0,2,5,21,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-A4-CA",66.845076098596,"T900",0,1,5,18,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-A1-UN",12.7323954473516,"T901",0,3,30,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-A2-UN",7.0028174960434,"T902",1,1,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-A3-UN",8.27605704077856,"T903",0,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-A4-UN",11.1408460164327,"T904",0,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-B1-CA",47.7464829275686,"T905",0,3,5,16,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-B2-CA",24.8281711223357,"T906",0,1,5,15,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-B3-CA",33.7408479354818,"T907",1,0,10,17,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-B4-CA",33.7408479354818,"T907",1,0,10,19,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-B1-UN",13.687325105903,"T909",1,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-B2-UN",24.8281711223357,"T906",0,1,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-B3-UN",8.59436692696235,"T911",1,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-B4-UN",12.095775674984,"T912",1,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-C1-CA",143.239448782706,"T913",0,3,5,21,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-C2-CA",58.8873289440013,"T914",1,4,10,20,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-C3-CA",14.6422547644544,"T915",0,2,5,18,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-C4-CA",33.7408479354818,"T907",1,1,5,17,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-C1-UN",13.3690152197192,"T917",0,0,10,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-C2-UN",7.32112738222719,"T918",0,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-C3-UN",12.4140855611678,"T919",0,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-C4-UN",15.5971844230057,"T920",1,1,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-D1-CA",58.8873289440013,"T914",0,4,10,16,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-D2-CA",58.8873289440013,"T914",0,4,10,17,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-D3-CA",14.6422547644544,"T915",0,2,5,12,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 CA","KP4-S3-D4-CA",15.5971844230057,"T924",0,1,10,8,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-D1-UN",13.687325105903,"T925",2,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-D2-UN",6.36619772367581,"T926",0,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-D3-UN",6.6845076098596,"T927",0,0,5,1.5,"KP4","Kausi Primary",59.4,174,2
"KP4-S3","KP4-S3 UN","KP4-S3-D4-UN",15.5971844230057,"T924",0,1,10,1.5,"KP4","Kausi Primary",59.4,174,2
"KP6-S1","KP6-S1 CA","KP6-S1-A1-CA",17.5070437401085,"T929",2,0,5,8,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-A2-CA",36.2873270249521,"T930",0,1,5,19,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-A3-CA",25.4647908947033,"T948",8,0,5,24,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-A4-CA",29.9211293012763,"T932",10,5,10,27,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-A1-UN",4.45633840657307,"T933",1,0,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-A2-UN",3.81971863420549,"T934",1,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-A3-UN",14.9605646506382,"T935",1,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-A4-UN",7.32112738222719,"T936",0,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-B1-CA",12.095775674984,"T937",1,0,5,10,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-B2-CA",22.6000019190491,"T945",20,5,10,19,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-B3-CA",25.4647908947033,"T939",10,5,10,19,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-B4-CA",25.4647908947033,"T939",10,5,10,22,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-B1-UN",14.6422547644544,"T941",1,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-B2-UN",7.0028174960434,"T942",1,2,20,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-B3-UN",13.0507053335354,"T943",0,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-B4-UN",7.0028174960434,"T944",1,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-C1-CA",22.6000019190491,"T945",20,5,10,23,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-C2-CA",22.6000019190491,"T945",20,5,10,24,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-C3-CA",22.6000019190491,"T945",10,5,10,29,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-C4-CA",25.4647908947033,"T948",10,5,10,25,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-C1-UN",12.7323954473516,"T949",0,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-C2-UN",9.23098669932993,"T950",0,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-C3-UN",6.6845076098596,"T951",0,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-C4-UN",8.27605704077856,"T952",0,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-D1-CA",6.36619772367581,"T953",20,4,20,16,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-D2-CA",22.2816920328653,"T954",8,0,5,25,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-D3-CA",77.9859221150287,"T955",15,6,25,26,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 CA","KP6-S1-D4-CA",77.9859221150287,"T955",15,6,20,21,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-D1-UN",6.6845076098596,"T957",1,0,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-D2-UN",7.0028174960434,"T958",2,2,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-D3-UN",8.59436692696235,"T959",0,0,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S1","KP6-S1 UN","KP6-S1-D4-UN",7.63943726841098,"T960",0,1,5,1.5,"KP6","Kausi Primary",60.99,296,11.25
"KP6-S2","KP6-S2 CA","KP6-S2-A1-CA",12.4140855611678,"T961",20,0,5,30,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-A2-CA",1.90985931710274,"T962",15,6,10,21,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-A3-CA",63.9802871229419,"T963",20,6,10,26,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-A4-CA",2.86478897565412,"T964",20,6,10,18,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-A1-UN",9.54929658551372,"T965",1,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-A2-UN",63.9802871229419,"T966",1,2,15,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-A3-UN",1.59154943091895,"T967",0,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-A4-UN",6.36619772367581,"T968",0,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-B1-CA",8.59436692696235,"T969",14,1,5,23,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-B2-CA",11.7774657888003,"T970",2,0,5,9,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-B3-CA",10.5042262440651,"T971",1,1,5,8,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-B4-CA",2.86478897565412,"T972",15,6,10,24,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-B1-UN",32.1492985045629,"T973",2,1,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-B2-UN",11.7774657888003,"T974",2,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-B3-UN",10.5042262440651,"T975",1,1,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-B4-UN",63.9802871229419,"T966",1,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-C1-CA",8.27605704077856,"T977",15,6,10,21,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-C2-CA",7.95774715459477,"T978",15,6,10,20,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-C3-CA",12.095775674984,"T979",15,6,10,21,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-C4-CA",8.27605704077856,"T980",15,6,10,23,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-C1-UN",63.6619772367581,"T981",1,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-C2-UN",63.6619772367581,"T981",0,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-C3-UN",63.6619772367581,"T981",0,3,10,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-C4-UN",63.6619772367581,"T981",1,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-D1-CA",9.86760647169751,"T985",20,0,5,30,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-D2-CA",6.04788783749202,"T986",15,6,20,21,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-D3-CA",10.8225361302489,"T987",15,6,20,22,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 CA","KP6-S2-D4-CA",3.81971863420549,"T988",20,5,10,20,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-D1-UN",63.9802871229419,"T989",0,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-D2-UN",63.6619772367581,"T981",0,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-D3-UN",63.6619772367581,"T981",0,1,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S2","KP6-S2 UN","KP6-S2-D4-UN",31.8309886183791,"T992",0,0,5,1.5,"KP6","Kausi Primary",59.92,296,13.325
"KP6-S3","KP6-S3 CA","KP6-S3-A1-CA",40.7436654315252,"T993",2,0,5,23,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-A2-CA",12.095775674984,"T994",1,0,5,17,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-A3-CA",12.095775674984,"T994",NA,NA,NA,21,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-A4-CA",12.095775674984,"T994",NA,NA,NA,28,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-A1-UN",7.63943726841098,"T997",0,0,5,1.5,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-A2-UN",12.095775674984,"T994",1,0,5,1.5,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-A3-UN",4.45633840657307,"T999",1,0,5,1.5,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-A4-UN",8.91267681314614,"T1000",2,0,5,1.5,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-B1-CA",35.6507072525846,"T1001",3,0,5,19,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-B2-CA",24.8281711223357,"T1002",4,0,5,20,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-B3-CA",8.91267681314614,"T1003",NA,NA,NA,8,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-B4-CA",15.278874536822,"T1004",NA,NA,NA,15,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-B1-UN",14.3239448782706,"T1005",0,0,5,1.5,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-B2-UN",9.23098669932993,"T1006",3,0,5,1.5,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-B3-UN",8.91267681314614,"T1003",0,0,5,1.5,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-B4-UN",7.95774715459477,"T1008",6,2,20,1.5,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-C1-CA",18.4619733986599,"T1009",3,0,5,20,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-C2-CA",18.4619733986599,"T1009",0,0,5,22,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-C3-CA",18.4619733986599,"T1009",0,0,5,14,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 CA","KP6-S3-C4-CA",18.4619733986599,"T1009",NA,NA,NA,16,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-C1-UN",13.3690152197192,"T1013",3,0,5,1.5,"KP6","Kausi Primary",62.88,296,26.5
"KP6-S3","KP6-S3 UN","KP6-S3-C2-UN",7.95774715459477,"T1014",0,1,50,1.5,"KP6","Kausi Primary",62.88,296,26.5
